complaint_id,date,complaint_text,category,sentiment,priority,channel,customer_value,resolution_time,is_repeat_customer
228,2024-04-05,This is regarding a problem where There is a problem. Kindly resolve soon.,Payment Problem,Negative,High,Website,29930,29,0
229,2024-11-13,This is regarding a problem where I am facing an issue. Kindly resolve soon.,Product Quality,Negative,High,Website,42273,73,0
230,2024-12-24,This is regarding a problem where There is a problem password. Kindly resolve soon.,Account Issue,Negative,High,App,33539,21,1
231,2024-05-21,This is regarding a problem where Not satisfied with the experience please resolve quickly. Kindly resolve soon.,Refund Issue,Neutral,Low,Website,33233,56,0
232,2024-07-11,There seems to be an issue because This is very frustrating no response please resolve quickly. Need help urgently.,Customer Service,Neutral,Low,App,33413,36,0
233,2024-05-19,I would like to report that There is a problem password. Please fix this.,Account Issue,Positive,Low,App,35900,99,0
234,2024-10-21,"I had an experience where There is a problem broken, and I am not satisfied.",Product Quality,Positive,Low,App,45528,81,0
235,2024-07-17,I am facing this issue where Issue not resolved assistance. Please look into it.,Customer Service,Negative,High,App,30257,36,1
236,2024-04-16,"I had an experience where Need help regarding this return, and I am not satisfied.",Refund Issue,Negative,High,Email,49488,85,1
237,2024-09-18,I am facing this issue where Need help regarding this charged please resolve quickly. Please look into it.,Payment Problem,Negative,Medium,Call,17820,14,0
238,2024-04-08,There seems to be an issue because Need help regarding this login. Need help urgently.,Account Issue,Negative,Medium,Call,7714,20,0
239,2024-06-26,"I had an experience where I am facing an issue, and I am not satisfied.",Refund Issue,Positive,Low,Website,26672,46,0
240,2024-09-25,I would like to report that I am facing an issue deducted. Please fix this.,Payment Problem,Negative,High,Email,47819,110,1
241,2024-09-23,This is regarding a problem where Need help regarding this account error please resolve quickly. Kindly resolve soon.,Account Issue,Negative,High,App,37943,109,0
242,2024-07-13,I am facing this issue where Issue not resolved delay. Please look into it.,Delivery Issue,Negative,High,Website,44142,20,0
243,2024-01-25,I am facing this issue where Need help regarding this not arrived. Please look into it.,Delivery Issue,Neutral,Low,App,29341,51,1
244,2024-02-07,I am facing this issue where Not satisfied with the experience access. Please look into it.,Account Issue,Neutral,Low,Website,16085,90,0
245,2024-11-11,"I had an experience where Issue not resolved please resolve quickly, and I am not satisfied.",Product Quality,Neutral,Low,App,47181,48,0
246,2024-10-27,I would like to report that I am facing an issue access. Please fix this.,Account Issue,Neutral,Low,App,21952,51,1
247,2024-12-19,I am facing this issue where This is very frustrating. Please look into it.,Customer Service,Negative,Medium,App,19629,51,0
248,2024-12-01,This is regarding a problem where Need help regarding this not good. Kindly resolve soon.,Product Quality,Neutral,Low,App,34580,30,1
249,2024-12-10,I am facing this issue where Not satisfied with the experience refund pending please resolve quickly. Please look into it.,Refund Issue,Neutral,Low,Website,18588,56,0
250,2024-01-07,I am facing this issue where There is a problem password. Please look into it.,Account Issue,Negative,High,Email,21170,71,1
251,2024-01-23,"I had an experience where This is very frustrating access, and I am not satisfied.",Account Issue,Neutral,Low,Call,9517,42,0
252,2024-03-22,"I had an experience where This is very frustrating, and I am not satisfied.",Payment Problem,Negative,High,App,23390,50,0
253,2024-08-11,There seems to be an issue because This is very frustrating. Need help urgently.,Refund Issue,Negative,High,Email,27088,77,0
254,2024-08-10,There seems to be an issue because I am facing an issue access. Need help urgently.,Account Issue,Negative,Medium,Email,1636,115,0
255,2024-03-14,I would like to report that I am facing an issue transaction. Please fix this.,Payment Problem,Negative,High,Call,32075,81,1
256,2024-02-06,This is regarding a problem where I am facing an issue late please resolve quickly. Kindly resolve soon.,Delivery Issue,Positive,Low,Website,1935,105,1
257,2024-08-06,I would like to report that Need help regarding this access please resolve quickly. Please fix this.,Account Issue,Neutral,Low,Email,7559,79,1
258,2024-04-29,"I had an experience where Issue not resolved late, and I am not satisfied.",Delivery Issue,Neutral,Low,Website,8573,33,0
259,2024-07-22,I would like to report that There is a problem damaged. Please fix this.,Product Quality,Neutral,Low,Email,24321,40,1
260,2024-01-29,I am facing this issue where Need help regarding this not credited. Please look into it.,Refund Issue,Negative,High,Call,21927,18,1
261,2024-02-27,"I had an experience where Not satisfied with the experience damaged, and I am not satisfied.",Product Quality,Neutral,Low,App,32098,62,0
262,2024-04-08,I would like to report that Not satisfied with the experience payment issue. Please fix this.,Payment Problem,Negative,Medium,Email,13525,92,1
263,2024-03-15,I am facing this issue where I am facing an issue login please resolve quickly. Please look into it.,Account Issue,Neutral,Low,Email,3842,40,1
264,2024-01-27,I would like to report that There is a problem refund pending please resolve quickly. Please fix this.,Refund Issue,Neutral,Low,App,47266,33,1
265,2024-01-21,This is regarding a problem where I am facing an issue not good please resolve quickly. Kindly resolve soon.,Product Quality,Positive,Low,Call,48351,104,0
266,2024-09-13,This is regarding a problem where This is very frustrating access please resolve quickly. Kindly resolve soon.,Account Issue,Negative,High,App,49401,80,1
267,2024-11-15,"I had an experience where Need help regarding this charged, and I am not satisfied.",Payment Problem,Neutral,Low,Call,20482,46,1
268,2024-07-26,This is regarding a problem where This is very frustrating not arrived please resolve quickly. Kindly resolve soon.,Delivery Issue,Negative,High,Call,49151,119,0
269,2024-11-04,There seems to be an issue because I am facing an issue please resolve quickly. Need help urgently.,Product Quality,Positive,Low,Call,39841,104,0
270,2024-06-29,I am facing this issue where Issue not resolved please resolve quickly. Please look into it.,Product Quality,Neutral,Low,App,31207,104,0
271,2024-08-09,I am facing this issue where There is a problem not credited. Please look into it.,Refund Issue,Positive,Low,Call,15751,36,1
272,2024-01-09,"I had an experience where Not satisfied with the experience no response, and I am not satisfied.",Customer Service,Negative,High,Website,29041,111,1
273,2024-12-09,I am facing this issue where I am facing an issue support. Please look into it.,Customer Service,Negative,Medium,Website,5609,13,0
274,2024-11-15,I would like to report that Not satisfied with the experience broken please resolve quickly. Please fix this.,Product Quality,Positive,Low,Website,37435,105,0
275,2024-08-04,I am facing this issue where Not satisfied with the experience transaction. Please look into it.,Payment Problem,Negative,High,App,41625,56,0
276,2024-03-28,I would like to report that There is a problem. Please fix this.,Delivery Issue,Positive,Low,Call,30587,62,1
277,2024-03-26,I would like to report that This is very frustrating not arrived. Please fix this.,Delivery Issue,Negative,High,Email,39059,65,0
278,2024-01-02,There seems to be an issue because Issue not resolved not credited please resolve quickly. Need help urgently.,Refund Issue,Neutral,Low,Call,9405,108,1
279,2024-04-25,I am facing this issue where Issue not resolved waiting. Please look into it.,Delivery Issue,Negative,High,Email,45504,88,0
280,2024-06-22,There seems to be an issue because This is very frustrating payment issue. Need help urgently.,Payment Problem,Negative,High,App,43701,101,1
281,2024-10-31,I am facing this issue where Not satisfied with the experience please resolve quickly. Please look into it.,Payment Problem,Neutral,Low,App,3541,55,0
282,2024-12-24,This is regarding a problem where This is very frustrating not good. Kindly resolve soon.,Product Quality,Negative,Medium,App,2425,84,0
283,2024-03-24,"I had an experience where Need help regarding this, and I am not satisfied.",Delivery Issue,Neutral,Low,Website,37179,73,1
284,2024-07-26,There seems to be an issue because Not satisfied with the experience no response. Need help urgently.,Customer Service,Negative,High,Call,35698,95,0
285,2024-05-06,This is regarding a problem where I am facing an issue. Kindly resolve soon.,Refund Issue,Negative,Medium,App,16905,14,0
286,2024-03-27,There seems to be an issue because This is very frustrating late please resolve quickly. Need help urgently.,Delivery Issue,Negative,High,Call,37377,23,0
287,2024-02-24,"I had an experience where Need help regarding this money back, and I am not satisfied.",Refund Issue,Negative,Medium,Email,14112,30,1
288,2024-07-01,"I had an experience where Need help regarding this help, and I am not satisfied.",Customer Service,Negative,Medium,App,18811,64,1
289,2024-02-06,This is regarding a problem where Issue not resolved damaged. Kindly resolve soon.,Product Quality,Negative,Medium,Call,10681,33,1
290,2024-04-02,"I had an experience where Not satisfied with the experience delay, and I am not satisfied.",Delivery Issue,Negative,Medium,Website,14525,72,0
291,2024-12-15,This is regarding a problem where Not satisfied with the experience assistance please resolve quickly. Kindly resolve soon.,Customer Service,Negative,High,App,33620,60,1
292,2024-01-04,I am facing this issue where Not satisfied with the experience access. Please look into it.,Account Issue,Neutral,Low,App,1456,48,1
293,2024-06-25,There seems to be an issue because Issue not resolved refund pending please resolve quickly. Need help urgently.,Refund Issue,Negative,High,Email,39943,61,0
294,2024-08-15,This is regarding a problem where There is a problem. Kindly resolve soon.,Product Quality,Negative,Medium,Call,7063,109,0
295,2024-08-30,This is regarding a problem where There is a problem transaction please resolve quickly. Kindly resolve soon.,Payment Problem,Negative,Medium,Email,11671,53,0
296,2024-02-09,"I had an experience where I am facing an issue damaged, and I am not satisfied.",Product Quality,Negative,High,Website,21616,29,0
297,2024-08-27,"I had an experience where This is very frustrating password please resolve quickly, and I am not satisfied.",Account Issue,Neutral,Low,Website,27990,111,1
